biorxiv_doi,preprint_category,preprint_date,published_date,days_to_publication,published_journal,jaccard_similarity,preprint_word_count,published_word_count,year,primary_label,primary_hedging,preprint_primary_type,published_primary_type,s1_label,s1_hedging,s2_label,s2_hedging,source
10.1101/2023.02.03.526997,cancer biology,2023-02-05,2023-10-23,260.0,Cancer Research Communications,0.75,149,199,2023,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2023.05.12.540572,biochemistry,2023-05-12,2023-10-20,161.0,Biochimica et biophysica acta. Biomembranes,0.9833,216,216,2023,minor,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,full
10.1101/2022.10.10.511571,bioinformatics,2022-10-11,2023-10-27,381.0,The International Journal of High Performance Computing Applications,0.9286,150,149,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.07.06.547879,biophysics,2023-07-06,2023-10-04,90.0,Nucleic acids research,0.9262,159,171,2023,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2023.01.13.523786,evolutionary biology,2023-01-14,2023-10-12,271.0,GENETICS,0.9474,245,247,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.05.31.543102,cell biology,2023-06-02,2023-10-14,134.0,Cell reports,0.7414,226,148,2023,minor,unchanged,mechanism,mechanism,major,unchanged,minor,unchanged,full
10.1101/2022.09.30.510312,bioinformatics,2022-10-03,2023-10-04,366.0,Database : the journal of biological databases and curation,0.8681,120,125,2022,minor,unchanged,descriptive,descriptive,unchanged,unchanged,,,full
10.1101/2022.02.16.480673,bioinformatics,2022-02-19,2023-10-12,600.0,Molecular systems biology,0.7984,175,173,2022,unchanged,unchanged,association,association,minor,unchanged,minor,strengthened,full
10.1101/2022.11.22.517582,biochemistry,2022-11-23,2023-10-19,330.0,Nature structural & molecular biology,0.9474,149,150,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.07.11.548309,bioinformatics,2023-07-11,2023-10-24,105.0,RSC chemical biology,0.9717,153,153,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.11.21.469432,neuroscience,2021-11-23,2023-10-31,707.0,ACS chemical neuroscience,0.9206,184,185,2021,unchanged,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2023.02.15.528711,cell biology,2023-02-15,2023-10-04,231.0,Cytometry. Part A : the journal of the International Society for Analytical Cytology,1.0,152,152,2023,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.03.27.534366,genomics,2023-03-30,2023-10-18,202.0,Nucleic acids research,0.945,160,165,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,full
10.1101/2023.05.26.542478,synthetic biology,2023-05-26,2023-10-13,140.0,Chemical science,0.8266,221,208,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.04.06.535828,physiology,2023-04-06,2023-10-10,187.0,Journal of Experimental Biology,0.7134,245,240,2023,minor,unchanged,descriptive,descriptive,unchanged,unchanged,major,unchanged,full
10.1101/2022.12.27.521995,neuroscience,2022-12-27,2023-10-12,289.0,Development,0.6639,151,178,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.01.04.522781,evolutionary biology,2023-01-04,2023-10-12,281.0,Molecular biology and evolution,0.7032,252,246,2023,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2023.06.12.544676,genomics,2023-06-12,2023-10-25,135.0,Journal of the Endocrine Society,0.9655,180,180,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.05.11.540376,neuroscience,2023-05-12,2023-10-23,164.0,The Journal of Neuroscience,0.9249,346,359,2023,unchanged,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2023.07.20.549937,neuroscience,2023-07-24,2023-10-30,98.0,Experiments in fluids,0.9221,233,233,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.01.551460,microbiology,2023-08-01,2023-10-03,63.0,"CLEAN – Soil, Air, Water",0.8525,174,178,2023,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.11.16.516797,genomics,2022-11-17,2023-10-13,330.0,Nature communications,0.8727,150,150,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.02.14.528585,developmental biology,2023-02-15,2023-10-12,239.0,"Development (Cambridge, England)",0.7895,223,181,2023,minor,unchanged,mechanism,mechanism,major,unchanged,minor,unchanged,full
10.1101/2023.08.17.553094,ecology,2023-08-17,2023-10-17,61.0,Global Change Biology,0.9688,244,245,2023,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.05.14.539907,ecology,2023-05-14,2023-10-02,141.0,Marine Ecology Progress Series,0.9474,250,254,2023,minor,unchanged,association,association,unchanged,unchanged,minor,unchanged,full
10.1101/2022.11.29.518172,bioengineering,2022-12-02,2023-10-14,316.0,Materials today. Bio,0.7468,299,198,2022,unchanged,unchanged,method,method,minor,unchanged,major,,full
10.1101/2022.12.07.518693,ecology,2022-12-11,2023-10-21,314.0,Methods in Ecology and Evolution,0.8021,253,331,2022,unchanged,unchanged,method,method,minor,unchanged,major,,full
10.1101/2022.10.02.510499,neuroscience,2022-10-04,2023-10-10,371.0,Cerebral Cortex,0.6605,280,200,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2023.04.15.537040,biophysics,2023-04-15,2023-10-06,174.0,Journal of molecular biology,0.5481,337,247,2023,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.03.21.533608,cancer biology,2023-03-23,2023-10-09,200.0,Nucleic acids research,0.9766,200,200,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.01.551548,plant biology,2023-08-02,2023-10-31,90.0,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,0.9688,280,279,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,major,unchanged,full
10.1101/2022.12.28.522112,plant biology,2022-12-30,2023-10-17,291.0,Plant Physiology,0.6839,249,247,2022,minor,unchanged,association,association,major,,unchanged,unchanged,full
10.1101/2023.06.29.547036,neuroscience,2023-06-30,2023-10-02,94.0,"Cerebral cortex (New York, N.Y. : 1991)",0.9932,198,198,2023,unchanged,unchanged,null_result,null_result,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.01.23.525167,genetics,2023-01-23,2023-10-31,281.0,Nucleic acids research,0.9565,141,143,2023,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.06.05.543711,bioinformatics,2023-06-07,2023-10-20,135.0,Acta pharmaceutica Sinica. B,1.0,198,198,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.02.08.527546,neuroscience,2023-02-09,2023-10-30,263.0,Autophagy,0.6271,318,287,2023,unchanged,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.12.13.520317,bioinformatics,2022-12-15,2023-10-26,315.0,PLoS computational biology,0.9819,294,299,2022,minor,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.05.25.542341,molecular biology,2023-05-25,2023-10-25,153.0,Chemical science,1.0,130,130,2023,unchanged,unchanged,therapeutic,therapeutic,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.02.17.528570,microbiology,2023-02-17,2023-10-20,245.0,Nature communications,0.8793,140,142,2023,unchanged,unchanged,applied_implication,applied_implication,minor,unchanged,minor,unchanged,full
10.1101/2021.08.31.458461,neuroscience,2021-09-02,2023-10-06,764.0,Nature communications,0.5444,283,152,2021,minor,unchanged,mechanism,mechanism,minor,strengthened,minor,unchanged,full
10.1101/2022.10.06.511215,genomics,2022-10-06,2023-10-09,368.0,Nature communications,0.543,198,160,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.04.20.488966,biophysics,2022-04-26,2023-10-05,527.0,Biophysical journal,0.9128,212,221,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2023.08.10.552652,biophysics,2023-08-14,2023-10-20,67.0,The Journal of Chemical Physics,1.0,149,150,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.07.18.549347,physiology,2023-07-19,2023-10-24,97.0,Plant physiology,0.811,198,210,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.03.01.530572,developmental biology,2023-03-01,2023-10-10,223.0,Nature communications,0.9333,125,124,2023,unchanged,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2022.10.19.512915,molecular biology,2022-10-20,2023-10-19,364.0,Communications biology,0.7563,136,146,2022,minor,unchanged,descriptive,descriptive,major,unchanged,minor,unchanged,full
10.1101/2023.08.19.553965,neuroscience,2023-08-20,2023-10-29,70.0,Neurobiology of disease,0.7784,288,207,2023,unchanged,unchanged,null_result,null_result,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.07.03.547490,developmental biology,2023-07-03,2023-10-31,120.0,Development,0.928,174,178,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.11.23.517653,genomics,2022-11-25,2023-10-14,323.0,Nature communications,0.876,193,188,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2023.03.19.533377,molecular biology,2023-03-20,2023-10-02,196.0,"RNA (New York, N.Y.)",0.8529,204,202,2023,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.06.06.543927,pharmacology and toxicology,2023-06-08,2023-10-24,138.0,Scientific reports,0.6147,316,244,2023,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2023.02.22.529563,cell biology,2023-02-22,2023-10-17,237.0,Nature communications,0.9076,179,175,2023,unchanged,unchanged,mechanism,mechanism,minor,weakened,minor,unchanged,full
10.1101/2023.01.25.525346,molecular biology,2023-01-25,2023-10-13,261.0,Nature communications,0.8762,146,141,2023,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2022.10.24.511787,cancer biology,2022-10-26,2023-10-12,351.0,Nature communications,0.7087,150,148,2022,major,unchanged,association,mechanism,minor,strengthened,minor,unchanged,full
10.1101/2023.04.01.535202,microbiology,2023-04-01,2023-10-10,192.0,mBio,0.2889,147,96,2023,minor,unchanged,mechanism,mechanism,major,unchanged,major,,full
10.1101/2023.02.17.528918,cancer biology,2023-02-17,2023-10-11,236.0,Nature communications,0.6312,172,166,2023,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2022.11.22.517330,systems biology,2022-11-23,2023-10-12,323.0,Aging cell,0.4089,382,132,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.02.07.527504,bioengineering,2023-02-07,2023-10-18,253.0,Nature communications,0.8739,149,147,2023,unchanged,unchanged,method,method,unchanged,unchanged,major,unchanged,full
10.1101/2022.12.16.520702,developmental biology,2022-12-16,2023-10-05,293.0,Communications biology,0.9223,158,144,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.06.05.543789,neuroscience,2023-06-07,2023-10-25,140.0,Scientific reports,0.5157,240,139,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.04.13.536709,immunology,2023-04-14,2023-10-02,171.0,Nature communications,0.9205,149,150,2023,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.12.14.520158,microbiology,2022-12-14,2023-10-05,295.0,mBio,0.1944,176,112,2022,major,weakened,descriptive,descriptive,minor,unchanged,major,,full
10.1101/2022.04.01.486682,biophysics,2022-04-03,2023-10-17,562.0,Communications biology,0.6432,294,354,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2023.01.26.525636,developmental biology,2023-01-26,2023-10-14,261.0,Nature communications,0.404,251,153,2023,minor,unchanged,mechanism,mechanism,minor,strengthened,minor,unchanged,full
10.1101/2023.03.10.531955,cell biology,2023-03-10,2023-10-13,217.0,Nature communications,0.8936,149,148,2023,minor,unchanged,descriptive,descriptive,minor,strengthened,minor,unchanged,full
10.1101/2023.01.31.526220,biophysics,2023-02-03,2023-10-17,256.0,Nature communications,0.8425,156,149,2023,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.12.18.520932,molecular biology,2022-12-18,2023-10-17,303.0,NPJ genomic medicine,0.5789,421,244,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2023.02.19.529135,animal behavior and cognition,2023-02-19,2023-10-18,241.0,Oxford open neuroscience,0.7152,305,185,2023,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.11.18.517070,molecular biology,2022-11-18,2023-10-02,318.0,The EMBO journal,0.7517,204,176,2022,minor,strengthened,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2023.06.13.544731,synthetic biology,2023-06-13,2023-10-18,127.0,ACS synthetic biology,0.9603,175,177,2023,minor,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2023.06.19.545523,biochemistry,2023-06-19,2023-10-03,106.0,Scientific reports,0.7867,235,192,2023,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.07.08.499148,neuroscience,2022-07-10,2023-10-24,471.0,Nature communications,0.5127,229,144,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.03.03.531040,neuroscience,2023-03-06,2023-10-11,219.0,Communications biology,0.3276,246,153,2023,minor,strengthened,association,association,minor,unchanged,minor,unchanged,full
10.1101/2023.02.19.529048,biochemistry,2023-02-19,2023-10-05,228.0,Nature communications,1.0,150,150,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.02.05.527227,neuroscience,2023-02-06,2023-10-07,243.0,Nature communications,0.6774,147,147,2023,major,strengthened,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2023.06.23.546284,bioinformatics,2023-06-26,2023-10-10,106.0,"RNA (New York, N.Y.)",0.903,196,186,2023,minor,unchanged,method,method,minor,unchanged,major,,full
10.1101/2023.06.12.544695,microbiology,2023-06-13,2023-10-11,120.0,mBio,0.5,241,96,2023,major,unchanged,mechanism,mechanism,major,,major,,full
10.1101/2023.08.31.555742,microbiology,2023-09-01,2023-10-27,56.0,Infection and immunity,0.8217,354,241,2023,minor,unchanged,null_result,null_result,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.08.552542,neuroscience,2023-08-11,2023-10-06,56.0,NPJ science of learning,0.958,248,245,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.01.551538,biochemistry,2023-08-01,2023-10-24,84.0,Journal of molecular biology,0.9843,260,264,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2023.07.17.548989,neuroscience,2023-07-18,2023-10-31,105.0,"Imaging neuroscience (Cambridge, Mass.)",0.8916,305,311,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.07.26.550698,neuroscience,2023-07-28,2023-10-29,93.0,Neurobiology of disease,0.9371,274,286,2023,unchanged,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2022.11.11.516165,neuroscience,2022-11-13,2023-10-17,338.0,Nature communications,0.9888,144,143,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.02.14.429938,cell biology,2021-02-16,2023-10-05,961.0,Stem cell reports,0.4425,254,151,2021,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.03.14.532565,bioengineering,2023-03-15,2023-10-07,206.0,Aging cell,0.8701,248,246,2023,unchanged,unchanged,association,association,minor,unchanged,unchanged,unchanged,full
10.1101/2022.12.09.519821,bioinformatics,2022-12-12,2023-10-05,297.0,BMC plant biology,0.9917,179,177,2022,unchanged,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2022.09.02.506386,neuroscience,2022-09-02,2023-10-24,417.0,Nature communications,0.4184,249,162,2022,major,weakened,mechanism,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2023.02.01.526488,cancer biology,2023-02-03,2023-10-04,243.0,Nature communications,0.6842,161,150,2023,minor,unchanged,method,method,minor,unchanged,major,weakened,full
10.1101/2022.07.08.498958,biochemistry,2022-07-08,2023-10-13,462.0,Nature communications,0.5398,235,153,2022,minor,unchanged,mechanism,mechanism,major,,major,,full
10.1101/2023.02.28.530351,biochemistry,2023-03-01,2023-10-13,226.0,Nature communications,0.8548,172,198,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,major,strengthened,full
10.1101/2023.01.27.525964,bioinformatics,2023-01-30,2023-10-21,264.0,Nucleic acids research,1.0,202,202,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.10.552834,biophysics,2023-08-12,2023-10-18,67.0,Optica,0.8609,158,162,2023,unchanged,unchanged,method,method,minor,unchanged,unchanged,unchanged,full
10.1101/2023.08.29.555319,molecular biology,2023-08-29,2023-10-11,43.0,Gene,1.0,319,319,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.31.555656,neuroscience,2023-09-01,2023-10-05,34.0,Acta neuropathologica communications,0.8974,204,233,2023,minor,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2022.03.22.485257,molecular biology,2022-03-22,2023-10-09,566.0,Molecular and cellular biology,0.6929,198,201,2022,minor,unchanged,mechanism,mechanism,major,unchanged,minor,unchanged,full
10.1101/2023.02.09.527910,biochemistry,2023-02-10,2023-10-04,236.0,"RNA (New York, N.Y.)",0.7647,194,148,2023,unchanged,unchanged,method,method,major,,minor,unchanged,full
10.1101/2023.08.05.552108,neuroscience,2023-08-07,2023-10-16,70.0,Neurobiology of disease,0.9167,199,200,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,full
10.1101/2021.04.20.440666,neuroscience,2021-04-20,2023-10-21,914.0,Nature communications,0.2857,139,152,2021,major,unchanged,descriptive,mechanism,major,unchanged,major,unchanged,full
10.1101/2023.10.04.560886,molecular biology,2023-10-04,2023-10-24,20.0,Nature communications,0.8641,159,157,2023,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.03.14.531922,synthetic biology,2023-03-14,2023-10-16,216.0,ACS synthetic biology,1.0,181,181,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.02.02.526888,evolutionary biology,2023-02-03,2023-10-25,264.0,Molecular biology and evolution,0.9867,264,263,2023,minor,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.02.09.527846,microbiology,2023-02-09,2023-10-12,245.0,Nature communications,0.9606,193,195,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2023.04.10.536223,microbiology,2023-04-10,2023-10-04,177.0,Nature communications,1.0,135,135,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.03.15.532808,immunology,2023-03-16,2023-10-13,211.0,mBio,0.2959,182,143,2023,minor,weakened,therapeutic,therapeutic,minor,weakened,major,,full
10.1101/2023.03.20.533510,bioinformatics,2023-03-23,2023-10-10,201.0,Nature communications,0.9068,155,150,2023,minor,unchanged,method,method,minor,unchanged,major,weakened,full
10.1101/2023.03.07.531612,biophysics,2023-03-09,2023-10-13,218.0,Nature communications,0.7405,236,150,2023,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.24.554731,microbiology,2023-08-27,2023-10-06,40.0,mBio,0.4475,334,105,2023,major,,descriptive,descriptive,major,,major,,full
10.1101/2022.03.28.486141,genetics,2022-03-29,2023-10-18,568.0,Nature communications,0.7333,166,165,2022,minor,strengthened,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.02.07.527074,bioengineering,2023-02-07,2023-10-13,248.0,Nature communications,0.9052,154,154,2023,unchanged,unchanged,method,method,minor,unchanged,,,full
10.1101/2023.06.26.546531,microbiology,2023-06-26,2023-10-12,108.0,mBio,0.2381,250,137,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,major,weakened,full
10.1101/2023.07.18.549558,neuroscience,2023-07-19,2023-10-06,79.0,Acta neuropathologica communications,0.8156,224,221,2023,major,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.06.29.547094,developmental biology,2023-06-30,2023-10-09,101.0,Scientific reports,0.9337,275,242,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.04.17.537181,molecular biology,2023-04-17,2023-10-23,189.0,Nature communications,0.9439,145,154,2023,minor,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.03.23.485108,immunology,2022-03-23,2023-10-03,559.0,mBio,0.2108,287,150,2022,major,weakened,mechanism,mechanism,minor,unchanged,major,,full
10.1101/2023.04.14.536894,systems biology,2023-04-14,2023-10-18,187.0,Nature communications,0.91,137,146,2023,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2023.09.15.557946,animal behavior and cognition,2023-09-16,2023-10-25,39.0,Scientific reports,0.995,300,307,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.06.10.447969,genomics,2021-06-11,2023-10-16,857.0,Nature communications,1.0,167,167,2021,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.10.14.512287,biophysics,2022-10-18,2023-10-06,353.0,Nature communications,0.8227,166,209,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,major,,full
10.1101/2022.08.24.505078,microbiology,2022-08-24,2023-10-29,431.0,The Journal of biological chemistry,0.4016,430,245,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.05.18.541303,biophysics,2023-05-22,2023-10-23,154.0,Nature communications,1.0,169,169,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.09.01.505523,molecular biology,2022-09-02,2023-10-27,420.0,Nature communications,0.8148,240,149,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.11.07.515546,bioinformatics,2022-11-08,2023-10-31,357.0,In Silico Biology,0.989,130,130,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.03.02.530622,cancer biology,2023-03-03,2023-10-03,214.0,Breast cancer research : BCR,0.911,326,352,2023,minor,unchanged,association,association,minor,unchanged,unchanged,unchanged,full
10.1101/2023.06.09.544194,ecology,2023-06-11,2023-10-12,123.0,Global Change Biology,0.75,368,250,2023,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.11.24.517852,ecology,2022-11-25,2023-10-07,316.0,Nature communications,0.5143,150,157,2022,minor,unchanged,descriptive,descriptive,minor,weakened,major,,full
10.1101/2023.02.17.529040,bioinformatics,2023-02-21,2023-10-06,227.0,Nature communications,0.4747,210,146,2023,major,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.12.16.520764,neuroscience,2022-12-17,2023-10-13,300.0,Heliyon,0.7209,306,194,2022,unchanged,unchanged,method,method,unchanged,unchanged,major,,full
10.1101/2023.04.07.536072,bioengineering,2023-04-07,2023-10-14,190.0,Nature communications,1.0,150,150,2023,unchanged,unchanged,therapeutic,therapeutic,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.06.27.546681,animal behavior and cognition,2023-06-27,2023-10-24,119.0,Scientific reports,1.0,199,199,2023,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.05.18.541363,developmental biology,2023-05-18,2023-10-16,151.0,"Development (Cambridge, England)",0.5104,244,188,2023,minor,weakened,method,method,minor,unchanged,minor,unchanged,full
10.1101/2023.01.02.522452,microbiology,2023-01-03,2023-10-11,281.0,Nature communications,0.7818,178,154,2023,unchanged,unchanged,mechanism,mechanism,major,unchanged,major,,full
10.1101/2021.11.08.467721,ecology,2021-11-10,2023-10-12,701.0,Global Ecology and Biogeography,0.3234,148,192,2021,minor,unchanged,mechanism,mechanism,major,,major,,full
10.1101/2022.06.16.496413,bioinformatics,2022-06-17,2023-10-11,481.0,Nature communications,0.7185,194,143,2022,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2023.06.15.545112,physiology,2023-06-15,2023-10-18,125.0,Nature communications,0.982,156,156,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.05.27.493720,cancer biology,2022-05-28,2023-10-14,504.0,Nature communications,0.7807,164,150,2022,minor,unchanged,therapeutic,therapeutic,minor,unchanged,minor,unchanged,full
10.1101/2023.06.15.545153,molecular biology,2023-06-15,2023-10-03,110.0,Nature communications,0.6806,211,200,2023,minor,unchanged,mechanism,mechanism,major,,unchanged,unchanged,full
10.1101/2023.06.21.545958,neuroscience,2023-06-21,2023-10-05,106.0,The Journal of Neuroscience,0.9516,351,357,2023,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.09.13.507750,cancer biology,2022-09-15,2023-10-16,396.0,Nature communications,0.95,160,151,2022,unchanged,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.08.31.505844,neuroscience,2022-09-03,2023-10-20,412.0,Neuron,0.9121,128,129,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.02.28.530553,plant biology,2023-03-02,2023-10-17,229.0,New Phytologist,0.9615,150,147,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2023.02.18.529093,immunology,2023-02-19,2023-10-18,241.0,"Journal of immunology (Baltimore, Md. : 1950)",0.9483,187,191,2023,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.09.21.508539,bioinformatics,2022-09-22,2023-10-16,389.0,Genome biology,1.0,100,101,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.07.05.547896,bioinformatics,2023-07-07,2023-10-10,95.0,BMC bioinformatics,0.9735,224,224,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.07.12.548630,immunology,2023-07-13,2023-10-19,98.0,Scientific reports,0.8786,223,190,2023,minor,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.17.553737,bioengineering,2023-08-18,2023-10-18,61.0,Nanoscale horizons,0.9658,139,140,2023,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2023.02.28.530518,developmental biology,2023-03-01,2023-10-30,243.0,Disease models & mechanisms,0.918,167,159,2023,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,full
